fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2021-2022,Aug,27,RAJASTHAN,2703,BIKANER,4542959,168.987741586365,33,416,9987.86283322,6898,9,27607,4989520,1955149,227653,48492,4787,535.00006,18954.54005722,149513,217468,314776,625189,446,406613,862178,34505,8431.677164,2500196,73,47.05,45.57,99.39,NA
2021-2022,Aug,27,RAJASTHAN,2710,SAWAI MADHOPUR,3209998,176.352391279024,29,302,5432.91541016593,3146,0,21036,2034497,449100,89275,534696,107365,395.41798,9416.21750016593,68296,105230,191670,420651,230,267202,627017,24182,3587.88411,1072264,84,73.01,63.81,99.97,NA
2021-2022,Aug,27,RAJASTHAN,2714,NAGAUR,10415941,174.442203308083,37,1147,19537.716628331,7364,0,25419,13028936,4143114,317121,41563,2517,1191.5265,43457.206154331,349088,436688,506752,1143821,3524,616930,1430136,32783,22727.963026,9030979,49,64.87,65.57,100,NA
2021-2022,Aug,27,RAJASTHAN,2718,JALORE,3821058,152.213045218493,34,502,5551.31561351,4079,0,28068,5073035,1383295,134203,691232,67515,502.64236,13775.77903201,147820,183974,259682,542080,455,344473,789950,32147,7721.8210585,3811954,80,72.73,69.66,100.43,NA
2021-2022,Aug,27,RAJASTHAN,2719,SIROHI,4036689,160.645776800657,46,393,995.805261098,1389,0,8111,5248071,1227358,79772,1674086,114864,318.24413,9744.853816098,112556,139811,152288,341385,517,200470,491491,9500,8430.804425,4114748,54,81.16,85.06,100.02,NA
2021-2022,Aug,27,RAJASTHAN,2732,JHALAWAR,9970783,191.126733261381,32,432,11032.604397613,11419,0,20030,5905774,1295865,141906,914884,96084,673.98321,22994.100527613,181280,257790,306406,627489,510,368178,774506,31449,11287.51292,3078253,66,55.86,65.15,100.02,NA
2021-2022,March,27,RAJASTHAN,2715,JODHPUR,19507177,171.955051290627,62,966,6471.08957434901,17543,3,28644,24401437,4570221,171922,897586,33374,2502.70257,50933.295653349,391464,531603,455217,974470,64740,573292,1238538,46187,41959.503509,17298643,80,83.76,81.61,100.46,NA
2021-2022,March,27,RAJASTHAN,2716,JAISALMER,9525881,195.215128242207,72,378,4743.410778906,7564,0,25978,9480771,1453127,40376,552757,15515,667.695,23919.005044906,129989,202315,142909,265569,25793,167112,326556,33542,18507.899266,5894543,76,66.25,66.47,100.04,NA
2021-2022,March,27,RAJASTHAN,2718,JALORE,10291180,174.903769801559,58,689,6155.00708351,9810,0,27201,11601738,3084312,134679,1574746,67788,1168.35987,27615.24407801,197072,261455,260971,544379,30880,346380,781132,37011,20291.8771245,8914771,82,72.46,70.76,101.22,NA
2021-2022,March,27,RAJASTHAN,2726,UDAIPUR,15290722,173.598399200325,53,997,10175.844678297,23510,0,52726,17317045,673184,35846,12564670,645338,3497.10912,43735.066707097,321786,439987,417302,929051,37764,592594,1409448,76236,30062.1129088,11697113,84,72.35,76.01,100.47,NA
2021-2022,March,27,RAJASTHAN,2728,BANSWARA,22645721,196.14817843465,59,5671,13191.5036748589,33723,2,60410,21934854,855949,33653,17950451,684698,3019.78606,59236.1062981589,368067,645690,385687,844477,40147,443781,1023808,94133,43024.8165633,12342272,78,56.15,56.87,100,NA
2021-2022,March,27,RAJASTHAN,2729,CHITTORGARH,6341205,178.287465089725,52,491,2706.401978477,5597,0,15735,7182341,1393749,87234,1614573,84673,1203.27502,16714.890701477,137719,193128,195886,435534,15753,305695,676273,21332,12805.213703,4840940,74,64.17,62.7,100.1,NA
2021-2022,Feb,27,RAJASTHAN,2704,CHURU,9353974,153.586579109389,50,402,7051.887541421,3717,0,16790,10125448,3331488,173301,97954,5591,1080.822,23684.038744121,200945,271926,291140,599506,7702,357699,732628,20507,15551.3292027,6123943,68,55.22,77.12,100.14,NA
2021-2022,Feb,27,RAJASTHAN,2708,DHOLPUR,4346070,182.025911114733,41,419,1279.401442747,2056,0,7019,3975372,1457027,103548,385177,26603,1121.26628,9636.874825947,95121,135391,141087,298709,1730,207841,436391,9075,7236.2071032,2071066,53,75.56,79.01,100.04,NA
2021-2022,Feb,27,RAJASTHAN,2709,KARAULI,5074926,182.999590588626,44,480,2255.863913574,4234,0,16910,5680106,1373535,91935,1478430,102075,808.44659,13458.881228574,126682,189651,185738,381932,3933,296513,672182,21144,10394.570725,3208677,72,72.69,69.2,99.94,NA
2021-2022,Feb,27,RAJASTHAN,2712,JAIPUR,8649582,161.349687464866,48,523,1748.267265051,2911,0,10708,10211044,2536580,133698,1129611,76374,2636.12764,20859.882485951,211268,244358,297247,573373,9263,524803,1159288,13619,16475.4875809,8601758,38,83.18,83.04,100.11,NA
2021-2022,Feb,27,RAJASTHAN,2718,JALORE,9897241,173.309989316244,56,672,5688.57542351,7925,0,28741,10990517,2936519,134679,1507267,67788,1078.52677,25814.76603201,194204,255625,260971,544379,21654,347083,785088,36666,19047.6638385,8456962,82,73.43,72.06,100.96,NA
2021-2022,Feb,27,RAJASTHAN,2719,SIROHI,8514465,180.938627270834,69,485,1078.284591098,2445,0,13352,8915393,2050595,80104,2974633,115449,830.76711,18040.441411098,128393,166933,153159,342965,27553,203075,491861,15797,16131.38971,7085095,70,80.05,81.82,100.02,NA
2021-2022,Feb,27,RAJASTHAN,2726,UDAIPUR,14896780,170.766507136982,51,962,8954.264352297,22646,0,52577,16232632,624960,35846,11814009,645338,3028.13811,39702.301145097,315900,427312,417302,929051,24584,593318,1415956,75223,27719.8986828,10966095,85,72.56,76.75,100.13,NA
2021-2022,Feb,27,RAJASTHAN,2731,BARAN,5972436,145.685139857921,41,450,1726.242985398,6979,0,18076,5562967,1174553,98985,1787722,139542,1390.31374,11220.972979598,132713,203490,192350,492551,3259,270549,695725,25055,8104.4162542,3287925,82,68.18,66.94,99.87,NA
2021-2022,April,27,RAJASTHAN,2703,BIKANER,1147660,157.766471889679,20,116,0,756,65,31325,954596,368698,226012,8403,4743,119.16205,1625.19448,47146,66470,310462,617505,0,400591,856753,32081,1506.03243,487306,75,46.22,42.56,99.53,NA
2021-2022,April,27,RAJASTHAN,2716,JAISALMER,664443,92.6156696240812,16,55,0,227,77,17823,349517,56911,39096,23274,15076,0,323.70751,21486,26010,137580,255918,0,160709,323638,18050,323.70751,238590,67,68.68,61.92,101.14,NA
2021-2022,April,27,RAJASTHAN,2718,JALORE,1005920,134.62907670021,15,159,0,529,26,30201,697899,195042,133119,82024,66912,0,939.57498,44606,53474,256792,536789,0,340062,786822,30730,939.57498,508874,81,56.51,47.5,102.4,NA
2021-2022,April,27,RAJASTHAN,2722,TONK,1215603,82.6036960513121,17,178,0,361,6,18398,825692,176368,107560,157531,80532,0,682.05211,48483,62445,221591,520428,0,298637,786938,18759,682.05211,541041,83,74.17,61.01,100,NA
2021-2022,April,27,RAJASTHAN,2729,CHITTORGARH,727869,105.920177854138,17,240,0.0611,123,5,13786,1178044,221752,86505,246684,83742,0,1247.8474,65948,82033,193392,430990,0,293135,665643,13909,1247.7863,784675,65,66.17,63.97,99.99,NA
2021-2022,March,27,RAJASTHAN,2701,SRI GANGANAGAR,11318136,166.427205204096,55,806,1829.567519691,5253,0,23351,12610606,7039184,266784,29321,1463,1928.60034,24745.646984791,229017,303506,271654,525357,21806,334499,680613,28604,20987.4791251,8071244,64,72.75,69.43,102.18,NA
2021-2022,March,27,RAJASTHAN,2705,JHUNJHUNU,3974710,178.617118778473,57,348,1715.013946501,1692,0,5537,3916804,1784691,81573,108310,5903,1970.63602,10681.732419501,68005,83399,104820,207881,11609,208121,423144,7229,6996.082453,2419314,54,66.54,75.3,100.2,NA
2021-2022,Jan,27,RAJASTHAN,2705,JHUNJHUNU,3197963,173.095605596509,52,318,1566.799086501,774,0,6274,3383895,1545852,81573,95673,5903,1651.71103,9075.883659501,64217,77455,104820,207881,5603,208112,423958,7048,5857.373543,2088058,53,67.84,77.72,100.06,NA
2021-2022,Jan,27,RAJASTHAN,2716,JAISALMER,8749134,190.840273058149,70,372,4176.682218906,5612,0,24925,9076455,1377097,40376,527143,15515,559.61581,22057.829534906,128188,197642,142909,265569,21255,168029,330532,30537,17321.531506,5650836,74,67.64,68.37,100.05,NA
2021-2022,Jan,27,RAJASTHAN,2720,PALI,12860109,160.546146529504,57,692,3015.101386316,7540,0,15636,13943540,3165080,158910,1541527,63835,1365.21398,26766.131526116,241731,292471,301122,696790,15504,406345,970286,23176,22385.8161598,11296946,62,74.9,74.73,100.01,NA
2021-2022,Jan,27,RAJASTHAN,2722,TONK,5592667,161.939261244311,40,614,1956.064298779,5118,0,19887,5547761,1190046,108017,941693,80854,1175.57696,12115.644437779,136992,199887,222845,522724,4470,302871,777935,25005,8984.003179,3520912,85,72.67,61.73,100.06,NA
2021-2022,Jan,27,RAJASTHAN,2727,DUNGARPUR,22089838,186.266745110312,70,1948,13975.18989852,14508,0,42523,23855767,628582,21784,17628542,542574,1741.52088,60152.07149052,339818,523406,357181,751159,40832,399793,887387,57031,44435.360712,16256190,67,61.12,61.54,100.02,NA
2021-2022,May,27,RAJASTHAN,2702,HANUMANGARH,1143069,299.727227162613,12,54,0,1659,1,10291,263362,102325,179447,880,1417,294.41163,1083.77925,21822,24883,214042,468557,0,301279,693673,11950,789.36762,169810,48,71.31,61.62,100,NA
2021-2022,May,27,RAJASTHAN,2703,BIKANER,2243293,246.021447604625,20,129,0,1602,50,31161,1104086,427262,226257,9568,4749,238.30526,2954.59362,54350,76502,311199,618768,0,401537,856880,32763,2716.28836,562312,75,47.45,44.08,99.51,NA
2021-2022,May,27,RAJASTHAN,2704,CHURU,2941921,272.881796874661,17,52,0,574,35,13120,690677,187675,172339,6113,5567,161.84956,2046.5813682,39663,48930,289203,595827,4,352622,728297,13694,1884.7318082,394148,60,50.87,82.26,100,NA
2021-2022,May,27,RAJASTHAN,2717,BARMER,2152794,248.092259213015,28,519,0,6104,13,122957,4869470,658125,183485,257276,74533,372.45162,12453.2297547,173293,285181,567108,1128765,7,638319,1300713,129061,12080.7781347,2598650,94,89.2,82.89,100.05,NA
2021-2022,May,27,RAJASTHAN,2719,SIROHI,1793790,219.279735245086,15,181,0,329,0,8387,880588,203441,79170,289127,114105,121.83011,2052.781145,57343,65642,150711,338529,2,198279,490288,8716,1930.951035,685060,55,75.15,78.52,100,NA
2021-2022,May,27,RAJASTHAN,2725,RAJSAMAND,1511866,223.324482948233,15,632,0,964,0,13695,1247554,227162,78411,213630,74107,165.31868,2951.4122,82865,89619,203475,438471,0,262306,587576,14659,2786.09352,1021531,41,47.21,49.69,100.05,NA
2021-2022,May,27,RAJASTHAN,2731,BARAN,1725109,149.630391698637,15,162,0,1927,7,12425,934979,204103,98568,283292,138950,277.02135,1676.03409,60002,82925,191171,490340,0,264475,689326,14352,1399.01274,544541,74,68.1,69.42,99.97,NA
2021-2022,Sep,27,RAJASTHAN,2701,SRI GANGANAGAR,5341060,161.125384600271,34,667,1336.404129691,2577,0,12761,7125593,3995950,266303,15803,1460,938.22265,13755.765905991,205483,251242,271104,524317,625,334693,687939,15338,11481.1391263,4586630,41,72.57,71.71,102.15,NA
2021-2022,Sep,27,RAJASTHAN,2704,CHURU,6700974,169.797865105679,32,246,6664.247741421,2757,0,12954,4590171,1468600,173030,46225,5577,594.20109,15052.461194121,142630,180084,290615,598497,497,354667,729450,15711,7794.0123627,2703613,60,52.02,82.8,100.31,NA
2021-2022,Sep,27,RAJASTHAN,2706,ALWAR,3591163,182.386504054506,31,594,1930.992480781,762,2,7403,4615112,1340891,119507,788345,63843,1443.97295,11792.306865781,147419,179489,225757,427303,604,389800,846127,8165,8417.341435,3317437,20,67.27,67.22,100,NA
2021-2022,Sep,27,RAJASTHAN,2712,JAIPUR,5053606,168.81580085042,29,402,1651.305365051,1650,13,9924,5164741,1285822,133320,549737,76008,1258.77461,11628.978856051,175001,196264,296095,571262,108,521708,1165063,11574,8718.898881,4278052,30,82.39,82.39,100,NA
2021-2022,Sep,27,RAJASTHAN,2713,SIKAR,2357629,173.556857219917,36,178,3487.565354205,1015,4,6440,2484170,973892,102167,138181,13463,891.32409,8690.336824205,68623,77377,146671,290035,746,316592,632725,7455,4311.44738,1842023,44,74.3,75.34,100,NA
2021-2022,Sep,27,RAJASTHAN,2717,BARMER,15959091,212.760738297451,53,1100,34410.9952401472,30233,0,105856,19046727,2687981,185766,1058642,75399,1316.22771,76251.1799368472,354886,593682,575817,1145123,22773,649456,1313636,136089,40523.9569867,10192423,94,85.11,82.29,100.05,NA
2021-2022,Sep,27,RAJASTHAN,2720,PALI,8098140,162.028210773579,40,584,2867.279326316,5171,0,13210,8760339,1978601,158608,1083402,63634,797.59672,17859.096585716,215858,251004,300330,695358,758,403295,968349,18381,14194.2205394,7049741,54,75.4,75.67,99.99,NA
2021-2022,Sep,27,RAJASTHAN,2724,BHILWARA,14928380,175.321223832746,31,795,12270.940570964,4032,0,19741,9159062,1624857,159991,936768,101058,1024.14524,29352.865400964,287110,335367,468568,903511,612,563063,1170028,23773,16057.77959,7034430,43,54.35,63.46,102.56,NA
2021-2022,Sep,27,RAJASTHAN,2729,CHITTORGARH,3857540,177.711723562914,36,374,2363.054218477,2127,0,12574,4041860,783331,86945,868558,84260,591.99016,10137.903448477,111778,149620,194951,433818,1059,295710,665298,14701,7182.85907,2642843,65,66.84,66.59,100.06,NA
2021-2022,Sep,27,RAJASTHAN,2731,BARAN,4285445,151.614879124809,27,310,1694.793645398,4993,2,10043,2813191,612915,98870,902916,139377,706.13867,6666.148449598,101920,147038,192025,491949,97,267924,692980,15036,4265.2161342,1657088,73,71.48,71.8,99.96,NA
2021-2022,Dec,27,RAJASTHAN,2704,CHURU,8066622,163.672178864348,39,309,7045.886621421,3452,0,15182,6625658,2100746,173301,68455,5591,988.6567,18878.902134121,168189,217950,291140,599506,2592,356979,732007,18634,10844.3588127,3904928,65,47.85,78.81,100.21,NA
2021-2022,Dec,27,RAJASTHAN,2705,JHUNJHUNU,2029974,170.41521695727,49,294,1565.655006501,681,0,6286,3025204,1386074,81573,85711,5903,1651.71103,8372.773996501,61297,73218,104820,207881,3382,207667,423491,6967,5155.40796,1865933,53,67.5,78.01,100.07,NA
2021-2022,Dec,27,RAJASTHAN,2706,ALWAR,4222418,183.500896994992,38,650,1995.342960581,1051,2,8121,5996689,1744898,119838,1013645,64084,2041.23313,15040.554195581,156857,194164,226828,429167,3395,394293,851342,9172,11003.978105,4349605,26,66.12,66.01,99.96,NA
2021-2022,Dec,27,RAJASTHAN,2713,SIKAR,2952598,178.09277054936,46,204,3531.298964205,1360,0,6559,3744557,1473192,102431,208959,13497,1227.61482,11427.699090305,80285,92502,147425,291358,3691,318629,634997,7919,6668.7853061,2787229,46,73.67,74.61,100,NA
2021-2022,Dec,27,RAJASTHAN,2716,JAISALMER,5591382,188.09218910961,67,362,4173.766228906,5264,0,22058,8409451,1268813,40374,484900,15515,450.90029,20442.186996906,124527,189781,142907,265565,15789,167673,330690,27322,15817.520478,5237008,72,68.03,68.82,100.05,NA
2021-2022,July,27,RAJASTHAN,2701,SRI GANGANAGAR,3144385,140.372989916574,20,472,1098.130752258,1782,0,12436,3120368,1703350,265158,6943,1453,630.78465,6109.069260258,153392,177119,269901,522086,34,333323,686812,14218,4380.153858,2022952,42,71.07,68.42,100.12,NA
2021-2022,July,27,RAJASTHAN,2703,BIKANER,4007622,163.221364381112,27,308,8646.69245850201,4097,21,29958,3124303,1229264,227188,28692,4777,451.82362,14198.046062502,111725,160419,313420,622774,157,404504,859915,34055,5099.529984,1555992,74,45.74,43.22,99.42,NA
2021-2022,July,27,RAJASTHAN,2709,KARAULI,1360981,172.299907496368,26,264,1213.580571037,2199,1,15227,2126403,507942,91176,590013,101553,347.22344,5224.594413037,79877,110598,184213,379284,154,288209,664125,17426,3663.790402,1203770,69,75.97,66.96,99.99,NA
2021-2022,July,27,RAJASTHAN,2718,JALORE,3175233,144.792437761774,27,405,4957.376108726,3212,2,28617,3250896,900334,133801,432873,67322,389.23039,10053.658066226,119327,145935,258590,540103,152,342626,788398,31829,4707.0515675,2411074,80,70.72,64.71,100.59,NA
2021-2022,July,27,RAJASTHAN,2723,BUNDI,2993884,159.348317424238,24,370,1671.581296985,1338,0,24409,2579866,546275,86342,634544,110303,302.72617,6085.280529785,104546,128244,181014,434922,36,239090,596702,25747,4110.9730628,1691399,76,56.12,62.51,100.06,NA
2021-2022,July,27,RAJASTHAN,2725,RAJSAMAND,3352758,145.575593918007,31,1021,4260.745566284,1419,0,13839,4579420,854794,78820,777698,74540,327.92203,11255.185459284,144485,162518,205166,441535,18,263726,586991,15258,6666.517863,3767724,41,45.51,48.25,100.02,NA
2021-2022,July,27,RAJASTHAN,2730,KOTA,3831336,132.614479744212,26,344,405.149525505,844,0,5806,2199322,636840,74336,397994,47255,330.16568,3651.934633705,82862,102661,130161,271451,23,180290,423715,6650,2916.6194282,1473323,47,61.75,72.7,108.91,NA
2021-2022,July,27,RAJASTHAN,2733,PRATAPGARH,6270877,161.499566214296,38,782,2559.269728295,4894,4,30094,6917932,297581,23456,5499900,350838,395.48399,14127.183889295,179514,274785,229547,467906,1067,302442,674162,34988,11172.430171,3856519,76,58.24,63.46,100.79,NA
2021-2022,Nov,27,RAJASTHAN,2701,SRI GANGANAGAR,6337240,167.388159527187,39,703,1509.154539691,3686,0,12721,8422276,4683346,266704,19460,1463,1247.56714,16854.614466391,213056,265993,271574,525206,2015,336159,689882,16407,14097.8927867,5343343,43,72.32,71.39,102.64,NA
2021-2022,Nov,27,RAJASTHAN,2702,HANUMANGARH,6371586,165.653615567373,38,312,2562.266758213,4293,0,10553,5850133,2597771,181629,18383,1441,1190.44642,13443.670008213,150220,171344,217234,474747,516,307007,702331,14846,9690.95683,3803002,46,78,78.8,100.3,NA
2021-2022,Nov,27,RAJASTHAN,2704,CHURU,7585015,176.38351425097,36,275,7045.886621421,3251,0,14282,5527764,1717280,173245,57051,5589,782.2177,17578.168724121,152331,194690,291014,599262,1945,356478,731668,17533,9750.0644027,3212804,63,46.45,80.64,100.25,NA
2021-2022,Nov,27,RAJASTHAN,2710,SAWAI MADHOPUR,3942998,163.159241025129,35,422,5455.65910016593,6823,0,19318,3323641,779646,89463,836561,107481,700.0038,11578.4903301659,94648,145114,192012,421296,1658,270423,628868,26141,5422.82743,1837470,85,76.4,68.98,100.04,NA
2021-2022,Nov,27,RAJASTHAN,2715,JODHPUR,13911057,169.061265312176,43,740,5858.38800434901,12638,18,23072,14436959,2752493,171693,576137,33343,1508.27857,31773.972132349,329804,420717,454413,972917,8928,569406,1237398,35710,24407.305558,10110517,76,85.3,83.82,100.32,NA
2021-2022,Nov,27,RAJASTHAN,2716,JAISALMER,5348212,185.808999834011,63,344,4173.766228906,4974,0,19228,7687264,1147802,40315,451541,15503,446.05209,18903.446671906,120686,182345,142705,265210,10077,167516,331517,24202,14283.628353,4758807,68,69.29,69.88,100.06,NA
2021-2022,Nov,27,RAJASTHAN,2719,SIROHI,5854872,178.865067363261,57,434,1078.284591098,2137,0,12248,6869991,1580809,80022,2310615,115318,536.26411,13902.562731098,120402,152679,152965,342621,6796,202236,493253,14385,12288.01403,5409111,68,81.51,85.33,100.02,NA
2021-2022,Nov,27,RAJASTHAN,2720,PALI,8972086,159.419366692852,46,627,3006.719706316,6675,0,14319,10624134,2404669,158828,1267037,63732,1086.80698,21030.453825716,226911,267401,300888,696375,4764,405118,970017,20994,16936.9271394,8558848,59,74.93,75.25,100.04,NA
2021-2022,Nov,27,RAJASTHAN,2721,AJMER,12851880,158.244859949851,38,1066,5590.62200696,2939,0,18731,12300094,1953478,125268,405145,24883,1145.23539,26200.12392096,318225,371319,408711,801255,2664,484602,965875,21670,19464.266524,9499646,29,56.43,64.95,100,NA
2021-2022,Nov,27,RAJASTHAN,2726,UDAIPUR,9829384,172.374438568022,42,793,8946.236732297,17954,0,36823,11738056,451508,35806,8517610,644596,2329.95329,31509.598151097,276461,357433,416741,928015,5896,588476,1415224,54777,20233.4081288,7964331,80,72.39,77.47,100.06,NA
2021-2022,Nov,27,RAJASTHAN,2733,PRATAPGARH,8290325,175.664406873193,46,884,2939.858192997,10411,3,27759,9006295,373131,23520,7183892,352840,796.67329,19557.386175997,192696,302055,231115,470600,6386,307160,679770,38170,15820.854693,5011204,77,54.04,60.01,100.96,NA
2021-2022,Oct,27,RAJASTHAN,2702,HANUMANGARH,6019767,169.632127725585,37,298,2449.564488213,4131,0,10075,5501983,2468390,181320,17400,1439,1035.57246,12818.267778213,145756,165117,216783,473867,269,305884,700521,14206,9333.13083,3586853,45,79.13,79.82,100.32,NA
2021-2022,Oct,27,RAJASTHAN,2705,JHUNJHUNU,1804937,169.768823464338,41,252,1536.866896501,569,0,6182,2323151,1073818,81454,65652,5889,1100.20435,6581.057366501,55447,65178,104475,207276,789,207552,423995,6751,3943.98612,1414062,53,66.23,77.42,100.09,NA
2021-2022,Oct,27,RAJASTHAN,2707,BHARATPUR,3556209,181.543211320373,28,688,1350.914381271,1377,2,5350,3117565,737901,135900,51539,11847,1219.63108,8230.273077271,107649,142999,237987,529039,563,388217,895340,6727,5659.727616,1854432,43,51.59,50.45,100.1,NA
2021-2022,Oct,27,RAJASTHAN,2711,DAUSA,2137157,171.271912242572,27,229,1070.855001789,548,6,4975,2129871,484747,61172,686231,85843,661.0261,5379.751891789,76862,89474,148429,283891,203,257111,649676,5523,3647.87079,1739620,39,76.77,82.03,100.37,NA
2021-2022,Oct,27,RAJASTHAN,2712,JAIPUR,5427853,167.209866607578,30,419,1671.479615051,1686,13,9973,5569057,1411249,133460,617047,76192,1508.44506,12491.937456051,180172,202249,296527,572043,303,522695,1164993,11659,9312.012781,4633691,30,82.06,81.96,100.07,NA
2021-2022,Oct,27,RAJASTHAN,2716,JAISALMER,5114604,181.140270108105,59,328,4021.600498906,3719,0,18632,6833190,1023417,40196,403647,15434,384.04543,16783.304751906,115013,171685,142160,264237,5565,166320,329762,22351,12377.658823,4236456,66,69.69,69.62,100.07,NA
2021-2022,Oct,27,RAJASTHAN,2724,BHILWARA,15939476,174.3514980211,33,825,12302.811620964,4407,0,20520,10077061,1812746,160184,1018232,101182,1135.54734,31007.865770964,297751,349672,469204,904681,1422,563943,1169817,24927,17569.50681,7737599,44,53.1,62.6,104.92,NA
2021-2022,Oct,27,RAJASTHAN,2730,KOTA,4664677,152.887186166739,30,374,461.341894787,1319,0,6228,2670144,782649,74484,485344,47341,589.01289,5132.662812987,87953,110600,130432,271918,322,181483,424835,7547,4082.3080282,1776213,52,61.94,75.38,107.13,NA
2021-2022,Oct,27,RAJASTHAN,2731,BARAN,4620405,151.344751291569,28,316,1700.740375398,5211,2,11955,3018615,651035,98921,967147,139426,841.39962,7110.655359598,104340,151333,192161,492204,254,268773,693931,17166,4568.5153642,1763882,76,69.87,70.17,99.96,NA
2021-2022,Dec,27,RAJASTHAN,2717,BARMER,18550790,206.547836462372,64,1388,34551.1093601472,41512,0,105760,28619493,4265624,187209,1623424,75874,1768.72571,95432.7786681472,444053,754158,581400,1155646,59944,659481,1325673,147272,59112.943598,15490302,95,82.73,80.98,100.06,NA
2021-2022,Dec,27,RAJASTHAN,2721,AJMER,13362975,146.560461675842,48,1177,5590.62200696,3480,0,19569,16558198,2616069,125529,520055,24928,1427.34612,31285.73956096,343994,410638,409677,803004,6301,486378,967513,23049,24267.771434,12848697,31,58.45,66.14,99.99,NA
2021-2022,Dec,27,RAJASTHAN,2724,BHILWARA,16747184,154.531053097279,45,1035,12393.446680964,6246,0,27509,16564747,2960797,160545,1787418,101399,1273.73495,39264.859612964,364842,443015,470277,906617,6013,565167,1165044,33755,25597.677982,12777292,58,52.85,62.04,103.03,NA
2021-2022,Dec,27,RAJASTHAN,2733,PRATAPGARH,8650768,171.654919781127,49,916,2939.858192997,10839,3,30383,9889007,403101,23523,7915652,353227,1005.86629,20920.691515997,197929,313598,231374,471070,8216,308552,680496,41222,16974.967033,5493758,78,52.51,58.26,101.4,NA
2021-2022,May,27,RAJASTHAN,2706,ALWAR,689106,161.240234482494,12,231,0,246,5,7097,781295,255302,118019,106399,62889,468.63631,1728.3982,60140,67388,221284,419447,3,384041,843650,7343,1259.76189,565675,21,63.68,62.54,100,NA
2021-2022,May,27,RAJASTHAN,2712,JAIPUR,1060621,192.201273989096,11,155,0,280,106,10614,908642,197111,132034,92174,75285,417.5774,2163.9989,77971,82933,293312,566371,0,518041,1165019,10894,1746.4215,748895,31,79.65,79.1,100,NA
2021-2022,May,27,RAJASTHAN,2716,JAISALMER,1212998,190.228366796048,17,74,0,611,21,17924,516047,82612,39170,36521,15101,65.56396,1047.23174,29389,37258,137855,256419,0,161005,323756,18535,981.66778,336349,66,69.19,61.67,100.83,NA
2021-2022,May,27,RAJASTHAN,2720,PALI,2561057,189.680208045633,14,221,0,838,7,15851,1364989,315570,157533,134680,63010,315.98201,2905.095985,91316,99589,297195,689585,0,398684,963918,16689,2589.113975,1082173,54,70.26,68.63,99.97,NA
2021-2022,May,27,RAJASTHAN,2721,AJMER,4286178,186.886764237556,14,407,0,210,17,16860,1836955,318277,123947,84258,24584,271.88831,3704.91407,125729,137551,403650,792168,0,479256,966531,17070,3433.02576,1385063,29,52.81,61.94,100,NA
2021-2022,May,27,RAJASTHAN,2723,BUNDI,1526932,204.258323194014,13,158,0,607,0,24932,623316,142103,86090,144770,109854,133.32717,1406.5019798,46732,54312,180124,433219,4,236823,594570,25539,1273.1748098,417425,77,60.3,58.64,99.99,NA
2021-2022,April,27,RAJASTHAN,2706,ALWAR,234800,94.5268615293243,12,121,0,99,35,6981,447871,140996,117844,61247,62786,224.68806,648.04646,36157,40157,220826,418645,0,383564,843657,7080,423.3584,325877,21,57.26,56,100,NA
2021-2022,April,27,RAJASTHAN,2715,JODHPUR,1768504,150.60030704953,17,162,0,4190,89,25975,1538514,294203,169021,64770,32888,164.53739,2481.544198,88939,105756,445637,956359,0,556336,1228467,30165,2317.006808,1061573,77,76.06,64.9,100,NA
2021-2022,April,27,RAJASTHAN,2719,SIROHI,850692,119.928567914748,14,121,0,221,1,8052,650492,152266,79060,212422,113962,0,780.12574,44887,50158,150395,337938,0,197898,490086,8273,780.12574,512289,56,72.16,74.17,100,NA
2021-2022,April,27,RAJASTHAN,2720,PALI,1000356,93.0383195979481,14,188,0,369,17,16017,1151891,264010,157424,111419,62976,0,1071.70003,80443,86823,296899,689024,0,398312,963747,16386,1071.70003,918049,54,66.38,63.82,99.97,NA
2021-2022,April,27,RAJASTHAN,2723,BUNDI,588661,90.1817787200949,13,114,0,390,1,25093,460331,103980,86044,103959,109779,0,415.1346838,33152,38178,179962,432900,1,236485,594440,25483,415.1346838,311324,77,62.82,62,99.99,NA
2021-2022,April,27,RAJASTHAN,2727,DUNGARPUR,2238996,76.7930868449323,15,684,0,2823,19,37404,2803756,66625,21522,2127688,536521,0,2153.09078,179243,226551,352150,742043,26,390651,882512,40227,2153.09078,1872319,62,65.78,66.12,100.1,NA
