fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2020-2021,Dec,31,UTTAR PRADESH,3163,SONBHADRA,4776328,193.262131435657,35,357,3901.239209134,8416,1,20863,5483337,1600062,154418,1657607,148762,189.66801,14688.121179134,155804,225970,208036,491126,4110,387236,825280,29279,10597.21396,2609885,61,56.91,55.02,100.87,NA
2020-2021,Dec,31,UTTAR PRADESH,3165,BAGHPAT,90977,184.828476596656,31,9,9.7427461,135,0,1092,112078,36470,2860,114,11,4.13379,221.0285961,3609,4179,6390,9199,21,34825,47773,1227,207.15206,28035,11,38.65,74.67,115.08,NA
2020-2021,Dec,31,UTTAR PRADESH,3171,CHANDAULI,5614759,194.793395852143,41,367,4766.454197744,6943,1,19329,4879918,1445383,96484,22020,1355,236.58176,14508.793944744,118287,169782,144317,292824,4614,276510,500758,26272,9505.757987,1579531,48,60.69,49.76,101.62,NA
2020-2021,Dec,31,UTTAR PRADESH,3172,KUSHI NAGAR,5434371,188.757251167974,35,362,5009.479927137,13503,1,30328,5560056,1558056,105807,8260,521,327.59349,15832.082286137,157454,184750,232166,355627,2891,478580,664898,43831,10495.008869,1716747,40,67.83,58.98,104.27,NA
2020-2021,Dec,31,UTTAR PRADESH,3173,SANT RAVIDAS NAGAR,2336970,192.200115145286,32,60,636.752037464,1754,1,16561,2119062,837089,63585,7997,515,166.96599,4876.557631464,64965,83995,85040,151799,1325,184441,297894,18315,4072.839604,836961,57,83.87,79.59,102.68,NA
2020-2021,Dec,31,UTTAR PRADESH,3174,SANT KABEER NAGAR,5739793,190.933394662545,41,154,8112.58543367599,8634,2,11684,6230310,1915758,103339,11405,589,236.15143,20244.479244676,150445,186345,199901,319914,3110,374120,547051,20318,11895.742381,2679520,51,63.55,51.82,102.5,NA
2020-2021,Dec,31,UTTAR PRADESH,3177,CHITRAKOOT,4317642,195.953601985959,43,96,2714.150783397,4386,0,16900,4045199,1738096,97588,797,36,136.22184,10777.085771397,92933,144892,112951,223249,6518,165000,305013,21286,7926.713148,1712509,56,51.12,57.79,101.06,NA
2020-2021,Dec,31,UTTAR PRADESH,3180,KASHGANJ,2561821,193.92196049697,39,195,2814.023850954,4770,0,5607,2711792,515044,28504,1663,70,143.40678,8216.190841954,68825,86964,81932,140273,3231,151916,231628,10377,5258.760211,734228,21,67.27,73.13,101.54,NA
2020-2021,Dec,31,UTTAR PRADESH,3181,AMETHI,5201010,192.857614507644,43,131,3151.85710868399,8427,0,27050,5035690,1380085,72123,14337,759,222.12092,13085.689636684,114732,152618,158205,255996,3460,296050,432106,35477,9711.711608,1668107,56,56.78,58.65,104.9,NA
2020-2021,Dec,31,UTTAR PRADESH,3182,HAPUR,210063,198.491784411447,29,17,1.9321,709,0,742,194630,85305,4644,16,6,0.56,388.81666,6601,7255,10457,11818,70,17543,19843,1451,386.32456,61111,38,49.03,78.12,100.27,NA
2020-2021,Dec,31,UTTAR PRADESH,3183,SHAMLI,329297,187.99500058399,36,7,45.842878925,335,0,3286,436651,65399,3709,262,34,13.57504,880.299968925,12094,13171,22825,27457,197,51378,60644,3621,820.88205,97332,19,61.15,80.28,103.13,NA
2020-2021,July,31,UTTAR PRADESH,3117,BULANDSHAHR,176821,159.278903918571,14,50,64.269115855,421,23,6765,557933,119664,15715,501,56,6.14,959.078682855,38317,41358,54205,69065,5,141204,175675,7186,888.669567,117698,8,85.94,94.52,112.13,NA
2020-2021,July,31,UTTAR PRADESH,3119,MATHURA,1042694,166.046680703979,29,63,768.687708289,343,16,16869,1870966,605685,50607,5624,455,20.864,3896.228648389,64436,86090,91703,150774,124,172390,274650,17212,3106.6769401,621415,16,86.76,90.7,104.74,NA
2020-2021,July,31,UTTAR PRADESH,3121,FIROZABAD,1484090,172.365964894023,24,98,696.082486376999,651,1,6411,1518203,616567,47036,1497,229,20.71037,3333.658106377,61494,68416,96860,125011,26,188815,236139,7062,2616.86525,451071,20,82.83,84.61,101.64,NA
2020-2021,July,31,UTTAR PRADESH,3123,MAINPURI,1786002,168.685329193343,30,132,988.26342396,1087,8,13947,2246704,711498,51655,3801,277,58.7,4836.82346236,74615,85421,115184,165467,173,191230,262086,15034,3789.8600384,519170,31,78.38,83.31,106.58,NA
2020-2021,July,31,UTTAR PRADESH,3126,PILIBHIT,2186464,182.650400144134,20,439,2631.960265093,1901,0,13967,2492127,467368,54203,6287,613,65.38218,7249.222382693,121326,147038,170226,277815,103,320051,461718,15868,4551.8799376,437783,39,72.35,80.12,100.17,NA
2020-2021,July,31,UTTAR PRADESH,3127,SHAHJAHANPUR,2825475,184.11791414146,19,302,1862.638794719,1842,5,12516,2526691,733576,90204,1997,188,85.516,6600.245560719,126492,146717,191836,302866,138,371240,528219,14358,4652.090766,344191,34,67.7,73.46,106.1,NA
2020-2021,July,31,UTTAR PRADESH,3132,LUCKNOW,1101831,187.70947374352,24,102,1042.245824109,1850,6,8924,1295623,854855,95504,2982,374,37.2443,3511.497239109,51970,62100,81497,143612,49,206106,313118,10774,2432.007115,310025,26,69.32,78.19,100.77,NA
2020-2021,July,31,UTTAR PRADESH,3137,KANPUR NAGAR,1001947,180.697771805659,22,122,286.681790669,654,0,7744,1070158,430100,55718,17929,2364,20.92035,2241.353801469,47376,56966,75957,136769,19,218252,328724,8398,1933.7516608,198118,25,66.31,84.44,102.24,NA
2020-2021,July,31,UTTAR PRADESH,3143,FATEHPUR,3205004,175.893544051402,30,197,3025.828144493,4790,1,16073,3426917,1477163,116037,1345,93,57.192,9110.745907493,111840,128024,186720,265633,288,347004,459944,20863,6027.725763,1186747,32,86.08,91.63,99.93,NA
2020-2021,July,31,UTTAR PRADESH,3154,GORAKHPUR,3489300,187.999956452933,25,159,1248.517144559,1840,5,14456,3690260,1015185,88012,9909,861,34.00903,8220.213367559,146899,161741,221059,307344,84,456874,587871,16296,6937.687193,1429278,39,81.98,84.67,99.04,NA
2020-2021,July,31,UTTAR PRADESH,3158,JAUNPUR,4499821,174.269521341269,29,226,2071.743856402,6603,8,26891,5077041,1885419,132739,22425,1714,116.05052,11035.529425402,170169,179745,279863,338366,75,564361,665208,33494,8847.735049,2097522,36,79.76,82.59,100.01,NA
2020-2021,July,31,UTTAR PRADESH,3160,GHAZIPUR,3286856,174.176504673125,28,229,1686.102932816,3630,1,23029,5412438,1407590,106814,35141,2541,55.78256,11169.080818816,192935,228816,253556,387813,345,459638,665398,26659,9427.195326,1964696,37,76.85,77.72,108.41,NA
2020-2021,July,31,UTTAR PRADESH,3161,VARANASI,1098158,180.870821827602,19,155,726.133727569,4052,30,10728,1476076,552364,66856,5354,795,68.75843,3464.682949569,74608,97013,99135,179418,30,184253,290055,14780,2669.790792,635300,41,46.32,53.45,102.28,NA
2020-2021,July,31,UTTAR PRADESH,3162,MIRZAPUR,2541619,188.395697692136,31,161,1904.465984905,3613,1,18910,4390597,1906529,154805,42205,3626,60.144,10236.305835905,141199,197418,195145,346100,263,364827,591970,22523,8271.695851,1896649,52,83.6,84.64,101.17,NA
2020-2021,July,31,UTTAR PRADESH,3171,CHANDAULI,2299932,187.111577526114,32,340,2395.022515206,2650,1,17663,3575047,1094458,96288,16342,1371,59.548,9143.897354206,109012,153011,142991,292259,597,269884,493427,20313,6689.326839,1211175,42,72.35,70.27,100.87,NA
2020-2021,July,31,UTTAR PRADESH,3176,SHRAVASTI,1563245,187.397160430496,27,159,673.052454216,2981,0,8435,1563406,519093,50172,8795,1128,8.39648,3611.227384216,57394,70597,88101,156790,88,152451,244714,11416,2929.77845,466094,35,83.86,88.64,101.15,NA
2020-2021,July,31,UTTAR PRADESH,3182,HAPUR,94685,176.761918272451,23,16,1.9321,279,0,740,126885,58102,4384,16,6,0,226.21646,5455,6021,9728,11055,4,16345,18545,1019,224.28436,38759,23,43.96,80.26,100.18,NA
2020-2021,Nov,31,UTTAR PRADESH,3117,BULANDSHAHR,943739,188.495448210304,19,51,65.546836025,526,5,7596,871042,181719,15838,876,59,8.604,1716.025358025,44421,48184,55383,70365,70,144202,178861,8122,1641.874522,175634,9,75.98,84.92,117.94,NA
2020-2021,Nov,31,UTTAR PRADESH,3120,AGRA,3326258,193.155777957328,36,180,1355.187539263,1689,0,6538,3350338,1071640,54678,24178,1197,148.30093,7974.859897363,91914,114615,112289,167611,1525,208598,288402,8227,6471.3714281,976083,20,81.47,84.08,101.66,NA
2020-2021,Nov,31,UTTAR PRADESH,3123,MAINPURI,3415973,190.338939720907,39,147,1366.948594372,2556,8,13577,3384175,1060331,52187,5823,288,167.27986,7975.631267672,84898,98018,118421,168970,1367,199514,271262,16133,6441.4028133,760279,31,69.61,70.7,110.65,NA
2020-2021,Nov,31,UTTAR PRADESH,3127,SHAHJAHANPUR,3954799,191.507004370997,27,339,2548.886165728,3984,4,12781,3863192,1115149,90827,2927,188,257.10435,10204.273788028,141285,165617,195200,306902,1300,386638,545648,16765,7398.2832723,527130,33,56.69,61.85,106.94,NA
2020-2021,Nov,31,UTTAR PRADESH,3128,KHERI,7886825,193.395080752718,35,797,4574.515657163,12203,0,30142,8606150,3022747,188800,98166,8300,355.24284,21573.629239363,239071,291695,330571,525472,4794,653227,923014,42345,16643.8707422,1897146,54,73.67,70.9,101.86,NA
2020-2021,Nov,31,UTTAR PRADESH,3138,JALAUN,5621246,192.898139214355,48,467,5143.664930465,5216,0,24213,6299178,2047465,119462,8363,506,220.47491,17515.136988265,130247,199373,166262,351626,3618,250958,491529,29429,12150.9971478,2181607,52,72.32,70.86,103.24,NA
2020-2021,Nov,31,UTTAR PRADESH,3141,HAMIRPUR,3956859,192.928838161557,46,148,3034.623795351,2838,0,13021,4258191,938718,60179,1826,119,128.50432,11378.406538351,91601,140080,122235,235877,5005,204538,376531,15859,8215.278423,1701504,46,65.37,79.01,101.36,NA
2020-2021,Nov,31,UTTAR PRADESH,3144,PRATAPGARH,6711951,192.928010099553,41,80,2495.608429155,4796,14,16444,7436171,3347875,161118,11059,604,313.26954,17155.334707055,179061,198142,279773,370288,5346,557198,703177,21240,14346.4567379,3062896,46,59.34,74.99,101.44,NA
2020-2021,Nov,31,UTTAR PRADESH,3145,PRAYAGRAJ,6717496,193.535183612266,34,331,6590.508381207,6816,3,30960,7135825,3433217,220930,3498,237,397.05586,20797.896257207,208957,266348,282345,447807,2319,539297,785579,37776,13810.332016,2573156,50,59.3,60.42,102.26,NA
2020-2021,Nov,31,UTTAR PRADESH,3146,BAHRAICH,6465023,194.469695781101,40,200,11319.101395765,10392,0,18160,7110505,1233860,82683,60098,3761,379.86758,25526.746417765,175910,214502,291791,448890,6014,640995,862926,28552,13827.777442,2409329,71,51.25,53.05,100.14,NA
2020-2021,Nov,31,UTTAR PRADESH,3148,BARABANKI,5011313,189.112774891457,40,144,5648.77136248,4459,1,17992,5758773,2339097,145082,3712,194,330.25397,16869.60075248,142797,172836,221896,354968,4956,511353,721458,22451,10890.57542,1529477,37,50.21,56.78,99.95,NA
2020-2021,Nov,31,UTTAR PRADESH,3160,GHAZIPUR,7306109,193.652796653091,33,245,3016.39910138,6735,1,26303,7131596,1802910,107314,45760,2550,359.83233,17186.76653138,210242,251061,255664,390067,2045,477830,685089,33038,13810.5351,2559912,45,69.96,61.6,109.32,NA
2020-2021,Nov,31,UTTAR PRADESH,3161,VARANASI,2198092,192.28896904598,27,171,1560.871892105,5985,26,12077,2228402,816826,67405,8727,845,169.75788,6015.601004105,81367,107408,100884,181707,433,196657,304815,18062,4284.971232,923059,48,39.88,42.96,102.84,NA
2020-2021,Nov,31,UTTAR PRADESH,3163,SONBHADRA,4561415,194.596923877647,33,340,3901.239209134,6889,1,16089,5087704,1505036,154372,1517940,148558,171.98172,13973.736409134,151635,218920,207764,490739,2354,386360,824048,22978,9900.51548,2418579,52,57.57,55.63,100.74,NA
2020-2021,Nov,31,UTTAR PRADESH,3164,GAUTAM BUDDHA NAGAR,17981,194.235472351477,26,0,0,23,99,194,18482,7379,627,159,19,0,35.8986,693,788,1431,1829,0,16744,19321,217,35.8986,3438,21,18.17,58.35,113.01,NA
2020-2021,Nov,31,UTTAR PRADESH,3170,KAUSHAMBI,2845740,193.758449249231,34,160,2971.139044612,5041,22,14371,2775288,1327830,100149,984,95,123.43156,8471.925595612,80214,106527,109201,194132,1384,256184,395751,19412,5377.354991,1108353,66,62.83,56.65,100.9,NA
2020-2021,Nov,31,UTTAR PRADESH,3175,BALRAMPUR,4120156,188.329648168021,43,135,3411.495199913,3100,0,16117,4696560,822541,37004,71368,3624,270.29625,12526.806373913,107981,121793,145322,199861,2336,239693,314500,19217,8845.014924,1515223,39,68.15,67.26,100.58,NA
2020-2021,Nov,31,UTTAR PRADESH,3178,AMBEDKAR NAGAR,3311775,186.011559257187,28,105,4604.296450189,2941,1,18446,3495036,1346007,119107,7231,690,261.59851,11367.065920389,122130,142891,176740,287904,584,331394,490553,21387,6501.1709602,1267793,56,62.3,55.47,101.7,NA
2020-2021,Nov,31,UTTAR PRADESH,3182,HAPUR,190457,198.171903765361,29,17,1.9321,629,0,778,190659,84268,4618,16,6,0.56,380.32467,6531,7184,10376,11735,56,17374,19669,1407,377.83257,60006,36,47.63,78.4,100.28,NA
2020-2021,Nov,31,UTTAR PRADESH,3184,SAMBHAL,2522510,191.705199956362,32,246,1311.610266124,2603,114,10022,2566560,804108,52707,1132,62,168.91608,6400.755326124,79406,92436,114120,161056,1099,201035,265411,12625,4920.22898,601302,18,42.15,44.48,99.96,NA
2020-2021,Oct,31,UTTAR PRADESH,3120,AGRA,3018832,190.761806629527,34,175,1196.857302421,1564,0,6504,3143965,1012747,54641,23000,1194,120.37649,7314.718226221,90428,112587,112084,167311,1033,208104,287730,8068,5997.4844338,913673,20,86.65,90.18,101.37,NA
2020-2021,Oct,31,UTTAR PRADESH,3124,BUDAUN,4261895,188.81227268314,32,497,953.014657343997,3138,1,17643,3852002,723950,49904,3411,182,181.51076,8407.577937344,119349,130475,172014,230691,1179,308267,396983,20781,7273.05252,713813,29,83.88,87.56,100.26,NA
2020-2021,Oct,31,UTTAR PRADESH,3129,SITAPUR,8565455,191.47073561235,36,637,8490.69048205499,19859,1,39999,8940932,3447971,331813,14120,1150,330.68911,25940.647863055,246942,322669,420482,797870,5766,794713,1316367,59858,17119.268271,2399713,64,64.61,59.15,101.94,NA
2020-2021,Oct,31,UTTAR PRADESH,3137,KANPUR NAGAR,1380572,192.613745638868,30,150,302.715446282,846,0,8539,1647508,650476,56075,26986,2367,40.59846,3516.640774782,53553,65043,77000,138016,362,222145,333330,9385,3173.3268685,285037,29,59.67,72.22,102.12,NA
2020-2021,Oct,31,UTTAR PRADESH,3140,LALITPUR,3974496,190.203891938388,41,148,1807.184989909,1219,0,7647,4023612,955568,62463,295292,18946,137.10954,9597.361150409,97523,141731,134182,255532,3117,201385,364944,8866,7653.0666205,1549582,43,78.57,81.78,102.81,NA
2020-2021,Oct,31,UTTAR PRADESH,3143,FATEHPUR,4434131,192.003473111419,38,218,4349.49561096,7548,1,17432,4831921,2028980,117691,2424,119,166.54088,13793.49262896,127107,146327,190291,269896,2299,371264,486652,24980,9277.456138,1647282,36,73.41,78.11,100.08,NA
2020-2021,Oct,31,UTTAR PRADESH,3144,PRATAPGARH,6244089,192.51337143127,39,79,2396.690640835,4675,14,14486,6946483,3157982,161092,10189,605,175.08672,15944.685980035,175105,193094,279511,370044,4001,554736,700480,19161,13372.9086192,2858240,41,60.53,76.72,101.26,NA
2020-2021,Oct,31,UTTAR PRADESH,3146,BAHRAICH,6390237,194.772947612889,38,195,9108.182980057,10077,0,16203,6549130,1144658,82815,54022,3769,314.10004,22178.216564057,170776,207838,292160,449370,4560,639079,860946,26280,12755.933544,2208827,69,51.45,53.19,100.15,NA
2020-2021,Oct,31,UTTAR PRADESH,3147,GONDA,5403700,190.20326649068,37,231,3896.371478254,6802,162,24556,5107218,1130616,62392,11038,617,319.45895,13929.925891054,136840,147475,236747,287850,1445,424432,501690,31358,9714.0954628,1639882,41,64.4,61.29,100.73,NA
2020-2021,Oct,31,UTTAR PRADESH,3149,AYODHYA,3705986,192.264212314789,32,201,3809.18103701,5140,3,16235,4152909,1623934,105442,7131,477,197.10387,11990.84268401,127921,151039,172099,273760,1127,280234,411945,21375,7984.557777,1550600,45,66.49,57.52,101.85,NA
2020-2021,Oct,31,UTTAR PRADESH,3154,GORAKHPUR,4827453,191.58291724817,29,172,2613.602770077,2757,4,17751,4671800,1284665,89241,12356,876,206.71164,11770.685138077,156654,173092,224690,311574,562,477109,610237,20508,8950.370728,1773067,46,68.18,65.41,99.6,NA
2020-2021,Oct,31,UTTAR PRADESH,3155,DEORIA,3727104,191.019176852003,33,104,1328.211435771,4323,1,13295,3584483,922527,53749,100481,5665,256.3019,8431.563256771,106218,112688,164623,203584,442,302803,361758,17618,6847.049921,1158534,33,79.64,80.15,100.19,NA
2020-2021,Oct,31,UTTAR PRADESH,3162,MIRZAPUR,5688463,194.404854783374,36,172,4348.56985418299,6493,1,21197,5638645,2411274,155801,56204,3699,118.95488,15429.324358183,153420,215730,198754,350954,1292,379553,610300,27690,10961.799624,2381665,57,75.66,60.54,101.74,NA
2020-2021,Oct,31,UTTAR PRADESH,3163,SONBHADRA,4360349,193.176887240475,32,333,3474.20451086,6163,2,16450,4806237,1442160,154280,1411471,148409,131.11628,12889.85982086,149111,214616,207482,490314,1958,385339,822671,22613,9284.53903,2287906,52,58.92,56.98,100.62,NA
2020-2021,Oct,31,UTTAR PRADESH,3170,KAUSHAMBI,2558836,195.24957351219,32,157,2424.435763033,4568,22,13194,2583075,1244537,100217,873,94,45.664,7513.542684033,78581,103979,109037,193938,777,255768,395276,17762,5043.442921,1032404,63,65.67,59.53,100.92,NA
2020-2021,Feb,31,UTTAR PRADESH,3120,AGRA,4189276,196.096037647323,39,189,1505.665196914,2693,0,8546,3859876,1224535,54735,27730,1195,177.6419,9252.370991014,96541,121053,112585,167973,6115,210186,290508,11239,7569.0638941,1142979,40,65.59,65.68,101.71,NA
2020-2021,Feb,31,UTTAR PRADESH,3124,BUDAUN,4578625,194.254140406164,38,537,1191.699229954,6693,0,15082,4919143,930668,50072,4775,187,443.27636,11190.614539954,128707,141716,173046,231687,7944,311208,399972,21775,9555.63895,952433,30,77.12,79.17,100.5,NA
2020-2021,Feb,31,UTTAR PRADESH,3126,PILIBHIT,3654707,193.312104114232,27,465,3194.347304234,9152,0,16648,3776525,713220,53316,9505,609,273.84247,10768.669714134,136474,169252,168977,272754,3328,315652,453025,25800,7300.4799399,651624,53,59.4,61.72,102.09,NA
2020-2021,Feb,31,UTTAR PRADESH,3139,JHANSI,4763109,193.904102628915,54,309,4463.35257795101,7024,0,15778,5174682,1791893,92154,48293,2071,281.6319,14778.905173951,94281,141569,126341,253197,14801,221977,423355,22802,10033.920696,1893491,59,60.74,53.68,102.28,NA
2020-2021,Feb,31,UTTAR PRADESH,3149,AYODHYA,5456446,191.490040841999,41,234,4582.951884935,8397,3,22076,5949268,2328746,105944,10272,480,376.75605,16351.963657935,142358,171508,173434,275297,9540,283069,415272,30473,11392.255723,2289888,58,66.65,55.83,102.24,NA
2020-2021,Feb,31,UTTAR PRADESH,3152,MAHARAJGANJ,8819452,194.033016735901,42,862,7192.71418883,5522,0,19057,10239186,2299159,113174,44276,2973,460.87161,27520.98728383,243345,307123,290469,493635,13931,408934,656159,24579,19867.401485,4038655,59,54.46,56.29,101.03,NA
2020-2021,Feb,31,UTTAR PRADESH,3155,DEORIA,4513908,195.552004619479,39,127,1748.121953264,6350,1,18411,4849898,1237620,53591,136873,5682,503.46116,11735.655874264,122338,131125,164710,203532,6022,303512,362321,24761,9484.072761,1622468,50,71.52,68.71,100.21,NA
2020-2021,Feb,31,UTTAR PRADESH,3160,GHAZIPUR,8852822,195.164721172185,37,263,3160.04061138,10905,1,36893,8141512,2080893,107339,51809,2559,497.8022,19547.20200538,220025,264713,255845,390185,8421,484098,691950,47798,15889.359194,2972582,61,67.67,56.15,110.01,NA
2020-2021,Feb,31,UTTAR PRADESH,3167,AMROHA,2774353,196.125395387572,36,179,1246.317422687,5289,0,7004,3218045,848200,54431,1604,79,222.00794,7779.728842687,89174,115110,116159,193429,6449,172572,271197,12293,6311.40348,712627,23,77.44,71.69,103.27,NA
2020-2021,Feb,31,UTTAR PRADESH,3172,KUSHI NAGAR,5747701,193.73220873123,39,398,5340.807578037,18567,1,27776,6666506,1862376,105833,9761,521,419.89683,18675.873727037,167054,198481,232324,355758,9221,478789,665098,46343,12915.169319,2105200,41,65.98,56.91,104.39,NA
2020-2021,Feb,31,UTTAR PRADESH,3174,SANT KABEER NAGAR,6183006,192.555142908534,43,163,8502.56064367599,9944,0,12119,6982858,2155418,103273,12787,589,326.57623,22274.989074676,159196,197627,200275,320101,7747,375074,547887,22063,13445.852201,3080504,53,62.22,48.3,102.88,NA
2020-2021,Feb,31,UTTAR PRADESH,3177,CHITRAKOOT,5006256,196.174302704138,47,100,2789.506943397,6679,0,18350,4616369,1977291,97630,876,36,166.9448,12012.581439397,97338,152632,113187,223518,12271,165444,305592,25029,9056.129696,1957081,62,51.01,56.49,100.98,NA
2020-2021,Feb,31,UTTAR PRADESH,3184,SAMBHAL,2866722,193.995864862771,37,288,1367.265796124,5428,114,10942,3252516,1022650,52932,1544,63,260.52385,7937.536190124,87376,102960,114831,161856,5958,203176,267759,16370,6309.746544,799043,34,44.66,45.28,100.05,NA
2020-2021,Jan,31,UTTAR PRADESH,3123,MAINPURI,4089280,190.455352723514,44,155,1366.948594372,2870,8,14907,4006736,1253365,52551,6662,289,195.4813,9193.473075872,90725,105216,119817,170338,5029,203090,275051,17777,7631.0431815,899435,35,66.74,65,111.46,NA
2020-2021,Jan,31,UTTAR PRADESH,3125,BAREILLY,3923431,194.758219810062,26,618,2381.969490814,8820,0,16135,4385004,963114,71499,2242,198,391.20503,11313.330249814,168221,207488,198400,311186,3164,320647,460781,24955,8540.155729,823613,36,60.6,61.81,101.67,NA
2020-2021,Jan,31,UTTAR PRADESH,3127,SHAHJAHANPUR,4199493,195.879533782967,30,353,2548.886165728,6434,4,11973,4440507,1279623,90907,3329,188,322.17224,11569.102814928,146551,172698,195951,307780,3926,390897,550352,18407,8698.0444092,612918,37,53.72,58.41,106.88,NA
2020-2021,Jan,31,UTTAR PRADESH,3131,UNNAO,5760617,197.065534280978,42,275,3602.878259122,13831,1,18764,5975938,1987859,96657,9995,608,375.13268,15754.525087122,140738,162510,196310,277230,10846,435456,560005,32595,11776.514148,1526927,55,67.82,67.24,100.27,NA
2020-2021,Jan,31,UTTAR PRADESH,3140,LALITPUR,4303824,196.015052907894,45,159,1814.739429909,2111,0,10329,4606874,1102430,62091,340506,18821,186.87414,11031.780078409,102318,149649,133714,253433,10351,202297,364144,12440,9030.1665085,1754838,58,68.02,70.26,103.42,NA
