State,District,lgd_district_code,pc11_district_id,pc11_state_id,female_literacy_pct,scst_pct,agri_worker_pct,total_population,total_households,poverty_rate,poverty_log,night_lights_log
Chandigarh,Chandigarh,44,55,4,71.63043638515798,18.86266521388981,0.3617245659175651,1055450,241173,0.0550314368911984,0.0535705644852141,3.1416130557496555
Chhattisgarh,Bastar,374,414,22,37.57149733039322,68.62041368554605,21.138026057179907,1413199,311538,0.3224718778335183,0.2795026201261311,0.2352959886300603
Chhattisgarh,Bijapur,636,417,22,25.949102056618234,83.96779375465266,15.195131096945396,255230,54757,0.4096909385377659,0.343370487837477,0.0364441323729372
Chhattisgarh,Bilaspur,375,406,22,50.61418919176407,39.47475417935456,37.65642996099535,2663629,600822,0.3538156032247338,0.3029269785280453,0.8432059991998367
Chhattisgarh,Dakshin Bastar Dantewada,376,416,22,27.72137619853356,79.31425423226982,9.82608459722712,533638,120850,0.3382358732072317,0.2913522340669327,0.1439976406078311
Chhattisgarh,Dhamtari,377,412,22,60.442565516417666,33.285862004723796,40.509231650008346,799781,170951,0.2921600212053552,0.2563152531130621,0.3596302468683806
Chhattisgarh,Durg,378,409,22,61.306040362962165,25.582797427652732,30.11734406812104,3343872,701707,0.2637305341179603,0.2340680879642471,0.8449621023587572
Chhattisgarh,Janjgir-Champa,379,405,22,52.9801365688628,36.124064414119346,33.281083901473735,1619707,364532,0.3873165506204717,0.3273713421281479,0.8706195920336824
Chhattisgarh,Jashpur,380,402,22,50.30403680297571,68.01022462952156,31.972308125306764,851669,192570,0.3970871436868592,0.3343894574895687,0.325209025230853
Chhattisgarh,Kabeerdham,382,407,22,40.35978444117446,34.87318334010111,38.06881278077835,822526,178446,0.3877571051656721,0.3276888504926432,0.5133253728867934
Chhattisgarh,Korba,383,404,22,53.1168470251379,51.23632566465557,27.001204633557325,1206640,280073,0.35518723939244,0.3039396288385886,0.6807508290122427
Chhattisgarh,Korea,384,400,22,51.79221420198655,54.491840398714864,15.724876774704288,658917,153274,0.317281832005754,0.2755703953159444,0.279149678699522
Chhattisgarh,Mahasamund,385,411,22,52.58848627173873,40.61732029118261,45.950141137669384,1032754,248561,0.3405751402058207,0.2930987309877597,0.5821530303895112
Chhattisgarh,Narayanpur,637,415,22,33.23770726949337,80.91832355886139,7.176146090926385,139820,27982,0.4349844858374679,0.3611540378900537,0.0401442682035532
Chhattisgarh,Raigarh,386,403,22,54.97911809236445,48.8995196735708,37.387161639597835,1493984,367962,0.3188154463542023,0.2767339445780002,0.6773232164005855
Chhattisgarh,Raipur,387,410,22,56.38730437181187,29.545615609940473,28.148542892042016,4063872,871225,0.298960414059994,0.261564263059369,0.7696654876264231
Chhattisgarh,Rajnandgaon,388,408,22,57.73430214987382,36.54966746533969,27.84553970994649,1537133,318488,0.3348095902354729,0.2887886526426255,0.4085104465275321
Chhattisgarh,Surguja,389,401,22,42.27572665087932,60.01476342501291,26.990036765827856,2359886,526049,0.3502946584989161,0.30032283418863,0.3642678250043997
Chhattisgarh,Uttar Bastar Kanker,381,413,22,52.64707683378461,59.592544673078386,22.65108427658859,748941,160937,0.3191444841277912,0.2769834083939538,0.1966530438306702
Delhi,Central,77,95,7,73.53105111494031,24.587512020881988,0.2607435528477686,582320,119639,0.0277184980478295,0.0273412949496143,3.86579900821521
Delhi,East,78,93,7,75.40300756005517,16.463723552750583,0.5118679124941895,1709346,358937,0.0471062291522957,0.0460303872500314,3.7162779307164984
Delhi,New Delhi,79,94,7,75.7094689519528,23.411312357398383,0.3948929539055444,142004,33208,0.0277184980478295,0.0273412949496143,3.912973944731906
Delhi,North,80,91,7,72.6197163999845,18.65620544653133,0.5264772570993325,887978,180044,0.0471062291522957,0.0460303872500314,3.4372419561171252
Delhi,North East,81,92,7,66.37938319348955,16.67353668590272,0.3041242330623045,2241624,406125,0.0471062291522957,0.0460303872500314,3.347805724397066
Delhi,North West,82,90,7,68.75980837653786,19.06822271005451,0.929676529301593,3656539,736253,0.0471062291522957,0.0460303872500314,3.0361287538041632
Delhi,South,83,98,7,70.6496871097769,15.480856200874912,0.5704843939495056,2731929,574133,0.0471062291522957,0.0460303872500314,3.204282855498907
Delhi,South West,84,97,7,72.82636936055754,13.886342444998991,0.7036046906979381,2292958,494439,0.0471062291522957,0.0460303872500314,3.1493838062126396
