State,District,STUNTING,WASTING,UNDERWEIGHT,ANEMIA,INST_DEL,SANITATION,CLEAN_FUEL,IMMUNIZATION
Uttar Pradesh,Bareilly,45.9,15.4,35.2,67.7,75.1,79.7,54.6,70.5
Uttar Pradesh,Basti,35.9,24.2,39.2,58.4,93.2,64.2,57.0,73.8
Uttar Pradesh,Bhadohi,42.7,9.1,26.5,59.2,90.3,68.8,39.9,62.2
Uttar Pradesh,Bijnor,36.2,9.4,21.9,60.9,83.7,78.2,45.8,90.6
Uttar Pradesh,Budaun,51.8,18.2,43.0,72.2,72.3,69.7,39.8,69.5
Uttar Pradesh,Bulandshahr,37.6,13.8,26.5,64.1,83.5,81.5,48.4,67.3
Uttar Pradesh,Chandauli,39.5,17.4,29.9,64.6,86.2,66.7,42.3,70.6
Uttar Pradesh,Chitrakoot,47.5,24.8,41.8,55.3,81.1,56.7,31.2,63.7
Uttar Pradesh,Deoria,36.8,26.5,39.4,54.9,93.4,69.1,67.2,64.2
Uttar Pradesh,Etah,48.8,15.0,30.6,77.4,76.7,62.7,39.6,55.5
Uttar Pradesh,Etawah,38.8,13.9,24.3,74.0,85.2,78.1,48.6,77.7
Uttar Pradesh,Farrukhabad,47.8,14.3,31.1,77.1,69.3,72.6,45.5,68.5
Uttar Pradesh,Fatehpur,51.1,17.8,38.0,78.1,81.4,63.1,38.9,55.7
Uttar Pradesh,Firozabad,46.9,9.5,25.6,73.9,80.1,69.0,53.5,67.1
Uttar Pradesh,Gautam Buddha Nagar,25.5,12.0,21.9,62.9,86.6,74.0,75.0,68.2
Uttar Pradesh,Ghaziabad,28.2,17.1,23.4,61.8,86.4,84.5,92.4,68.5
Uttar Pradesh,Ghazipur,39.3,25.7,38.3,71.6,88.3,64.1,39.3,60.8
Uttar Pradesh,Gonda,45.9,12.1,28.0,62.0,81.8,44.6,56.2,59.9
Uttar Pradesh,Gorakhpur,29.6,23.3,33.7,67.4,91.6,69.6,66.8,67.7
Uttar Pradesh,Hamirpur,48.0,20.6,36.3,68.5,96.3,77.7,29.0,77.1
Uttar Pradesh,Hapur,30.2,18.5,26.9,69.4,83.3,85.6,68.0,84.4
Uttar Pradesh,Hardoi,44.5,22.3,33.0,76.1,73.9,55.7,29.0,63.3
Uttar Pradesh,Hathras,39.1,12.0,24.5,72.1,80.3,73.3,46.5,71.6
Uttar Pradesh,Jalaun,45.1,19.5,36.1,55.2,85.1,80.2,36.5,66.2
Uttar Pradesh,Jaunpur,40.5,14.8,30.3,65.3,88.8,62.6,55.2,75.1
Uttar Pradesh,Jhansi,40.9,25.2,39.3,70.3,92.9,73.2,51.9,44.5
Uttar Pradesh,Kannauj,43.0,21.5,33.5,79.6,76.4,70.1,35.5,55.8
Uttar Pradesh,Kanpur Dehat,44.1,12.5,32.8,69.2,84.3,70.6,39.3,56.3
Uttar Pradesh,Kanpur Nagar,34.6,21.4,27.8,76.3,86.6,77.5,76.9,72.8
Uttar Pradesh,Kasganj,45.1,19.3,35.5,80.8,74.8,69.8,36.6,69.2
Uttar Pradesh,Kaushambi,40.2,18.3,36.8,65.5,88.6,59.6,37.0,65.7
Uttar Pradesh,Kheri,47.6,15.8,36.3,66.3,82.8,65.6,35.9,69.5
Uttar Pradesh,Kushi Nagar,32.2,24.3,36.6,52.8,89.4,73.1,55.2,65.4
Uttar Pradesh,Lalitpur,46.6,18.7,34.8,56.0,90.8,64.2,20.3,70.8
Uttar Pradesh,Lucknow,32.1,11.5,25.5,52.9,91.3,80.4,78.3,68.9
Uttar Pradesh,Mahoba,42.3,25.0,33.4,70.1,96.3,69.0,28.2,70.7
Uttar Pradesh,Mahrajganj,40.5,21.8,37.4,60.5,93.3,66.7,65.1,76.2
Uttar Pradesh,Mainpuri,44.3,14.6,33.6,70.4,82.7,63.1,39.8,75.0
Uttar Pradesh,Mathura,31.6,11.0,21.3,77.2,79.5,71.2,47.3,73.6
Uttar Pradesh,Mau,25.4,21.2,30.3,62.7,94.7,75.1,54.2,59.1
Uttar Pradesh,Meerut,32.1,10.2,23.7,55.2,80.6,82.7,68.5,82.5
Uttar Pradesh,Mirzapur,43.4,12.5,27.6,59.8,91.1,72.3,42.5,68.3
Uttar Pradesh,Moradabad,34.7,19.1,27.0,67.6,80.3,79.0,58.3,84.5
Uttar Pradesh,Muzaffarnagar,29.8,20.7,29.9,65.4,87.0,80.1,59.8,69.5
Uttar Pradesh,Pilibhit,38.9,20.1,39.4,57.3,76.2,76.8,48.1,92.3
Uttar Pradesh,Pratapgarh,35.5,10.0,27.7,58.0,90.8,52.0,37.1,75.0
Uttar Pradesh,Prayagraj,37.9,15.1,32.6,50.5,83.2,59.5,45.1,55.8
Uttar Pradesh,Rae Bareli,47.0,13.0,28.8,76.4,89.5,55.0,39.4,71.4
Uttar Pradesh,Rampur,40.4,17.6,32.1,69.6,81.0,79.0,46.2,79.4
Uttar Pradesh,Saharanpur,28.8,22.0,26.7,68.1,81.7,83.8,56.6,89.2
Uttar Pradesh,Sambhal,51.6,14.1,29.8,69.8,74.2,72.8,38.2,83.0
Uttar Pradesh,Sant Kabir Nagar,42.3,19.0,34.2,71.6,90.6,65.1,58.1,80.2
Uttar Pradesh,Shahjahanpur,44.5,17.0,34.7,75.4,63.3,69.2,40.4,76.5
Uttar Pradesh,Shamli,28.6,24.3,27.5,65.2,78.3,83.3,53.6,91.1
Uttar Pradesh,Shrawasti,50.9,20.3,40.8,61.2,80.4,58.1,36.9,59.6
Uttar Pradesh,Siddharth Nagar,37.2,24.8,36.3,75.8,69.7,42.8,50.6,65.1
Uttar Pradesh,Sitapur,47.8,18.2,37.9,66.4,84.8,52.5,31.5,65.9
Uttar Pradesh,Sonbhadra,38.3,26.8,46.5,63.0,76.8,70.6,30.4,72.7
Uttar Pradesh,Sultanpur,33.4,10.7,28.3,62.3,87.0,65.1,33.7,80.2
Uttar Pradesh,Unnao,39.2,12.1,29.3,76.0,80.8,60.3,43.4,58.6
Uttar Pradesh,Varanasi,37.4,21.0,39.0,65.2,95.2,83.2,71.5,79.3
Uttarakhand,Almora,26.0,17.0,22.9,57.7,80.1,89.2,35.9,85.1
Uttarakhand,Bageshwar,23.6,7.7,11.9,43.7,82.0,88.5,34.6,86.9
Uttarakhand,Chamoli,34.1,16.2,21.6,65.5,73.9,87.6,37.4,85.0
Uttarakhand,Champawat,24.9,12.4,15.3,43.1,79.8,82.7,39.8,91.9
Uttarakhand,Dehradun,20.9,10.1,19.1,59.5,91.7,83.9,88.8,76.0
Uttarakhand,Haridwar,31.1,16.4,27.0,63.1,79.8,69.8,61.5,76.5
Uttarakhand,Nainital,23.2,14.0,14.8,59.8,81.2,82.4,71.6,74.1
Uttarakhand,Pauri Garhwal,30.0,12.0,18.8,57.2,76.0,83.3,48.1,76.0
Uttarakhand,Pithoragarh,25.6,12.4,20.6,36.2,84.9,84.5,45.9,96.0
Uttarakhand,Rudra Prayag,25.2,8.0,10.9,52.4,86.6,86.8,35.1,91.4
Uttarakhand,Tehri Garhwal,29.3,12.8,20.7,61.7,82.2,84.6,34.9,83.0
Uttarakhand,Udam Singh Nagar,26.8,12.4,22.0,60.8,85.1,70.9,64.0,83.2
Uttarakhand,Uttar Kashi,34.1,10.6,23.5,73.6,85.9,75.7,32.6,81.8
West Bengal,Bankura,30.3,26.0,38.8,67.1,93.3,49.2,20.8,85.0
West Bengal,Birbhum,37.0,25.5,41.8,76.5,90.3,55.0,28.1,81.6
West Bengal,Coochbehar,28.7,16.8,22.5,66.4,93.0,75.7,25.7,94.2
West Bengal,Dakshin Dinajpur,31.9,22.8,30.2,72.5,91.4,79.0,28.7,92.6
West Bengal,Darjeeling,34.3,20.6,31.6,68.1,98.4,83.0,68.8,94.2
West Bengal,Hooghly,28.9,20.0,33.4,67.9,97.0,76.2,54.6,95.4
West Bengal,Howrah,27.5,21.3,27.3,67.7,95.5,72.9,61.9,87.8
West Bengal,Jalpaiguri,28.9,18.3,25.4,67.4,95.8,73.2,42.7,87.9
West Bengal,Kolkata,29.6,29.3,32.9,72.3,97.5,60.9,91.7,80.2
West Bengal,Malda,40.5,20.0,35.3,71.0,87.7,62.0,29.6,87.2
West Bengal,Murshidabad,39.8,16.3,32.4,72.1,87.0,69.7,30.7,90.0
West Bengal,Nadia,26.1,17.6,25.1,63.6,97.7,78.4,34.2,89.9
West Bengal,North 24 Parganas,32.4,13.3,23.6,57.9,97.5,80.4,58.9,92.8
West Bengal,Paschim Bardhaman,39.7,25.5,41.0,74.7,89.8,71.5,56.3,62.4
West Bengal,Paschim Medinipur,31.1,30.3,40.0,66.0,87.6,58.3,17.5,76.9
West Bengal,Purba Bardhaman,32.7,21.1,31.6,71.5,96.0,64.2,32.1,97.2
West Bengal,Purba Medinipur,25.8,15.5,30.6,67.5,91.5,69.8,17.0,88.4
West Bengal,Purulia,36.9,29.4,46.3,77.9,89.8,29.2,23.2,84.7
West Bengal,South 24 Parganas,36.7,21.2,32.2,70.4,91.0,70.1,36.2,91.7
West Bengal,Uttar Dinajpur,44.8,16.0,32.0,77.2,76.9,63.8,27.2,84.4
