state_name,district_code,district_name,wage_timeliness_pct,avg_days_per_hh,women_pct,persondays_per_hh
GUJARAT,1133,MAHISAGAR,99.99944444444445,38.97222222222222,39.9435495865139,39.47706243733703
HARYANA,1201,AMBALA,99.9925,28.333333333333332,50.508683493251134,28.851943623550703
HARYANA,1202,YAMUNANAGAR,99.95916666666668,31.25,29.435115668461815,31.829842042116475
HARYANA,1203,KURUKSHETRA,99.995,19.75,56.11832589183167,20.341870149619332
HARYANA,1204,KAITHAL,99.97555555555556,21.444444444444443,61.812920031874484,21.935949550084786
HARYANA,1205,KARNAL,99.99777777777778,26.916666666666668,58.92690651330541,27.46391571814923
HARYANA,1206,PANIPAT,99.99666666666667,33.416666666666664,47.893792884333806,33.92162134837097
HARYANA,1207,SONIPAT,99.98805555555556,26.333333333333332,46.141964551451025,26.86235966107797
HARYANA,1208,ROHTAK,99.98166666666667,29.61111111111111,50.836691463947574,30.122728641968006
HARYANA,1209,FARIDABAD,100.0,29.833333333333332,37.95354675111557,30.313713462980772
HARYANA,1210,GURUGRAM,100.0,34.416666666666664,52.71487722078485,34.87145962951334
HARYANA,1211,REWARI,97.19583333333334,20.555555555555557,44.85133904112595,20.997148639421663
HARYANA,1212,MAHENDRAGARH,100.0,28.63888888888889,43.97145594642568,29.136308690819142
HARYANA,1213,BHIWANI,100.0,22.38888888888889,55.251966555816985,22.832457176071273
HARYANA,1214,JIND,99.99805555555555,20.77777777777778,52.15031134930465,21.200781810174124
HARYANA,1215,HISAR,99.9986111111111,22.444444444444443,57.83070547246715,22.937167416854624
HARYANA,1216,SIRSA,99.99055555555555,14.944444444444445,53.45686245719353,15.446702373713464
HARYANA,1217,PANCHKULA,99.99583333333334,24.75,15.818219213466698,25.26013386081863
HARYANA,1218,FATEHABAD,99.9986111111111,23.13888888888889,58.19020577033244,23.556947020441623
HARYANA,1219,MEWAT,99.14694444444444,38.888888888888886,40.76189377230766,39.37671393841535
HARYANA,1220,JHAJJAR,99.9975,28.36111111111111,44.60445249693779,28.79186151714488
HARYANA,1221,PALWAL,99.76166666666667,39.55555555555556,37.68892029865209,39.97319272306795
HARYANA,1222,CHARKI DADRI,99.98861111111111,21.13888888888889,42.821090935889494,21.664369944903292
HIMACHAL PRADESH,1301,BILASPUR,99.99444444444445,32.833333333333336,59.48204731092293,33.41926980806969
HIMACHAL PRADESH,1302,CHAMBA,100.0,44.80555555555556,51.03716229050617,45.32529220559471
HIMACHAL PRADESH,1303,HAMIRPUR,100.0,30.86111111111111,77.55605713293583,31.26883405429508
HIMACHAL PRADESH,1304,KANGRA,100.0,28.77777777777778,71.67800149361186,29.161234972544396
HIMACHAL PRADESH,1305,KINNAUR,100.0,39.5,69.78591071350387,40.02655845324077
HIMACHAL PRADESH,1306,KULLU,99.99944444444445,32.44444444444444,55.22928107127913,32.95738234934333
HIMACHAL PRADESH,1307,LAHUL AND SPITI,97.22222222222223,29.666666666666668,63.10826080472628,30.10427027880268
HIMACHAL PRADESH,1308,MANDI,100.0,34.94444444444444,69.89244578470719,35.41097839992753
HIMACHAL PRADESH,1309,SHIMLA,100.0,34.166666666666664,50.974483583984714,34.62918010582168
HIMACHAL PRADESH,1310,SIRMAUR,100.0,38.111111111111114,42.303543348060224,38.601953134729975
HIMACHAL PRADESH,1311,SOLAN,100.0,36.19444444444444,48.14957059619579,36.68082982909877
HIMACHAL PRADESH,1312,UNA,100.0,36.388888888888886,69.14937051720659,36.86632018892857
JAMMU AND KASHMIR,1401,KUPWARA,100.0,35.0,32.4190987129497,35.475207921890565
JAMMU AND KASHMIR,1402,BARAMULLA,97.22222222222223,26.47222222222222,15.530203468401092,27.06385913952032
JAMMU AND KASHMIR,1403,SRINAGAR,91.66416666666666,34.44444444444444,23.89800828602371,35.02607347811804
JAMMU AND KASHMIR,1404,BADGAM,97.22222222222223,26.97222222222222,11.03593131931147,27.439039974954678
JAMMU AND KASHMIR,1405,PULWAMA,100.0,32.77777777777778,11.54992562803258,33.32927736560231
JAMMU AND KASHMIR,1406,ANANTNAG,91.66666666666667,38.666666666666664,33.55913890072125,39.1467506648456
JAMMU AND KASHMIR,1409,DODA,97.22222222222223,41.916666666666664,39.540283618866646,42.398395200704734
JAMMU AND KASHMIR,1410,UDHAMPUR,94.44444444444444,24.22222222222222,17.87685878562607,24.732365671726022
JAMMU AND KASHMIR,1411,POONCH,100.0,36.47222222222222,38.290474127283794,36.98588303687207
